{'01044099999': -10.0, '02293099999': -27.6}
         410333 function calls (405725 primitive calls) in 7.218 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      201    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:82(remove)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
        6    0.000    0.000    0.001    0.000 typing.py:747(Optional)
        1    0.000    0.000    0.001    0.001 load.py:58(get_min_temperatures)
      530    0.000    0.000    0.001    0.000 _parser.py:172(__setitem__)
        2    0.000    0.000    0.000    0.000 models.py:610(prepare_cookies)
      445    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      201    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
       50    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
       15    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        2    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
      183    0.000    0.000    0.000    0.000 _parser.py:372(_escape)
        1    0.000    0.000    0.000    0.000 _meta.py:8(PackageMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:199(split)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        2    0.000    0.000    0.000    0.000 client.py:1320(endheaders)
      168    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
    60/36    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        4    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        2    0.000    0.000    0.000    0.000 client.py:1082(_send_output)
        2    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
      338    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       22    0.000    0.000    0.000    0.000 queue.py:122(put)
        7    0.000    0.000    0.000    0.000 typing.py:1850(__new__)
        9    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
      184    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
    60/36    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
      142    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
       34    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        2    0.000    0.000    0.000    0.000 client.py:1027(send)
      578    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       43    0.000    0.000    0.000    0.000 enum.py:390(__setitem__)
     1060    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      268    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
        1    0.000    0.000    0.000    0.000 utils.py:268(extract_zipped_paths)
        2    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
        2    0.000    0.000    0.000    0.000 feedparser.py:469(_parse_headers)
       14    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
       45    0.000    0.000    0.000    0.000 typing.py:1481(<genexpr>)
      201    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
       24    0.000    0.000    0.000    0.000 queue.py:154(get)
        9    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
      385    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        2    0.000    0.000    0.000    0.000 message.py:483(items)
       34    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
     1060    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       26    0.000    0.000    0.000    0.000 typing.py:345(_remove_dups_flatten)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1680(extract_cookies)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
  111/107    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        8    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        2    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        4    0.000    0.000    0.000    0.000 parse.py:452(urlsplit)
       85    0.000    0.000    0.000    0.000 _parser.py:86(opengroup)
        2    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
      288    0.000    0.000    0.000    0.000 enum.py:79(_is_private)
        2    0.000    0.000    0.000    0.000 ssl.py:1173(send)
        2    0.000    0.000    0.000    0.000 connection.py:335(putrequest)
        2    0.000    0.000    0.000    0.000 weakref.py:585(__call__)
       50    0.000    0.000    0.000    0.000 ipaddress.py:1920(__init__)
       40    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
       10    0.000    0.000    0.000    0.000 connection.py:355(putheader)
        2    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        2    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        2    0.000    0.000    0.000    0.000 adapters.py:546(request_url)
      411    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
      425    0.000    0.000    0.000    0.000 typing.py:962(__eq__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
       16    0.000    0.000    0.000    0.000 message.py:494(get)
        2    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
     1007    0.000    0.000    0.000    0.000 _parser.py:113(__init__)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        8    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
      326    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      269    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
        1    0.000    0.000    0.000    0.000 typing.py:2844(NamedTuple)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
        6    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        2    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
        2    0.000    0.000    0.000    0.000 response.py:577(__init__)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        2    0.000    0.000    0.000    0.000 functools.py:902(wrapper)
      302    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
    76/63    0.000    0.000    0.000    0.000 _compiler.py:436(_get_literal_prefix)
      273    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       66    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
      235    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        3    0.000    0.000    0.000    0.000 typing.py:1575(__getitem__)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        4    0.000    0.000    0.000    0.000 utils.py:838(select_proxy)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
        4    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
      314    0.000    0.000    0.000    0.000 _parser.py:83(groups)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
       23    0.000    0.000    0.000    0.000 <frozen os>:709(__getitem__)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
       71    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:1074(_generic_class_getitem)
        1    0.000    0.000    0.000    0.000 __init__.py:60(Sectioned)
      163    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        2    0.000    0.000    0.000    0.000 structures.py:76(copy)
        8    0.000    0.000    0.000    0.000 message.py:529(get_all)
      178    0.000    0.000    0.000    0.000 _virtualenv.py:50(find_spec)
      317    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
      268    0.000    0.000    0.000    0.000 <frozen os>:732(__iter__)
        2    0.000    0.000    0.000    0.000 connectionpool.py:81(__init__)
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
       10    0.000    0.000    0.000    0.000 client.py:1292(putheader)
        2    0.000    0.000    0.000    0.000 functools.py:816(dispatch)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1651(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        6    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
        6    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
       71    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       25    0.000    0.000    0.000    0.000 typing.py:1205(__getattr__)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
       52    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
       18    0.000    0.000    0.000    0.000 parse.py:164(hostname)
      294    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
      403    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      154    0.000    0.000    0.000    0.000 typing.py:1273(<genexpr>)
        2    0.000    0.000    0.000    0.000 utils.py:900(default_headers)
      446    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        1    0.000    0.000    0.000    0.000 _adapters.py:19(Message)
        1    0.000    0.000    0.000    0.000 __init__.py:179(sub)
        2    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        2    0.000    0.000    0.000    0.000 models.py:658(__init__)
        4    0.000    0.000    0.000    0.000 <frozen ntpath>:350(expanduser)
       19    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        2    0.000    0.000    0.000    0.000 feedparser.py:182(close)
       22    0.000    0.000    0.000    0.000 _collections.py:300(add)
        2    0.000    0.000    0.000    0.000 client.py:261(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:1994(__init_subclass__)
      240    0.000    0.000    0.000    0.000 types.py:192(__init__)
      225    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
        1    0.000    0.000    0.000    0.000 functools.py:772(_find_impl)
        2    0.000    0.000    0.000    0.000 connection.py:566(__init__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
      202    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        2    0.000    0.000    0.000    0.000 sessions.py:454(__exit__)
    44/25    0.000    0.000    0.000    0.000 typing.py:1600(__hash__)
        4    0.000    0.000    0.000    0.000 functools.py:850(register)
      288    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
        9    0.000    0.000    0.000    0.000 typing.py:1123(_generic_init_subclass)
      201    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 functools.py:730(_compose_mro)
       26    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
       22    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
        2    0.000    0.000    0.000    0.000 models.py:85(path_url)
      226    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
       37    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
      227    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
        2    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
      906    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 sessions.py:794(close)
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
      228    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
        5    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
       48    0.000    0.000    0.000    0.000 _compiler.py:467(_get_charset_prefix)
        7    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
      178    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
      142    0.000    0.000    0.000    0.000 _compiler.py:570(isstring)
       88    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       54    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
      473    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 client.py:213(_read_headers)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
       45    0.000    0.000    0.000    0.000 threading.py:394(notify)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
      302    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       36    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
      186    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 connection.py:132(__init__)
      7/1    0.000    0.000    0.000    0.000 functools.py:685(_c3_mro)
        2    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        2    0.000    0.000    0.000    0.000 adapters.py:396(build_connection_pool_key_attributes)
      128    0.000    0.000    0.000    0.000 typing.py:1592(__eq__)
      141    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      261    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 connectionpool.py:1145(_normalize_host)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
       43    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       10    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
       28    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
        2    0.000    0.000    0.000    0.000 models.py:588(prepare_auth)
        2    0.000    0.000    0.000    0.000 feedparser.py:100(push)
        5    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        2    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        4    0.000    0.000    0.000    0.000 adapters.py:536(close)
       23    0.000    0.000    0.000    0.000 <frozen os>:783(encodekey)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:659(FastPath)
       71    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
        2    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:90(_urllib3_request_context)
       28    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
       24    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
       22    0.000    0.000    0.000    0.000 queue.py:254(_get)
        8    0.000    0.000    0.000    0.000 utils.py:1034(check_header_validity)
        8    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1221(__instancecheck__)
        4    0.000    0.000    0.000    0.000 response.py:641(release_conn)
        4    0.000    0.000    0.000    0.000 adapters.py:240(init_poolmanager)
      129    0.000    0.000    0.000    0.000 typing.py:1279(__eq__)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:316(__init__)
       47    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        1    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
        2    0.000    0.000    0.000    0.000 utils.py:1018(get_auth_from_url)
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
       12    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
       20    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
       26    0.000    0.000    0.000    0.000 typing.py:1285(__hash__)
        2    0.000    0.000    0.000    0.000 utils.py:660(requote_uri)
        2    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        4    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        7    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        9    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
      156    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method today}
        2    0.000    0.000    0.000    0.000 sessions.py:159(resolve_redirects)
        6    0.000    0.000    0.000    0.000 idna.py:155(encode)
        8    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        4    0.000    0.000    0.000    0.000 ssl.py:670(verify_mode)
       54    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       39    0.000    0.000    0.000    0.000 functools.py:477(lru_cache)
    85/67    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        4    0.000    0.000    0.000    0.000 poolmanager.py:267(clear)
       25    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        2    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
       10    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
       24    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
      126    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       17    0.000    0.000    0.000    0.000 threading.py:124(RLock)
       16    0.000    0.000    0.000    0.000 utils.py:1045(_validate_header_part)
        2    0.000    0.000    0.000    0.000 parse.py:509(urlunparse)
      201    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'winreg.PyHKEY' objects}
        2    0.000    0.000    0.000    0.000 models.py:630(prepare_hooks)
        1    0.000    0.000    0.000    0.000 threading.py:873(Thread)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:1869(__init__)
        2    0.000    0.000    0.000    0.000 client.py:865(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:75(Day)
       45    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
       22    0.000    0.000    0.000    0.000 util.py:19(to_str)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
        2    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        2    0.000    0.000    0.000    0.000 ssl.py:441(_encode_hostname)
        2    0.000    0.000    0.000    0.000 utils.py:774(get_proxy)
        2    0.000    0.000    0.000    0.000 response.py:685(_init_length)
      104    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      179    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       50    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
      100    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       19    0.000    0.000    0.000    0.000 typing.py:2505(overload)
       25    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      158    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       47    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
       28    0.000    0.000    0.000    0.000 feedparser.py:77(readline)
       26    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       36    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        4    0.000    0.000    0.000    0.000 _collections.py:141(clear)
      128    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       12    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
        1    0.000    0.000    0.000    0.000 threading.py:1441(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:556(options)
      108    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        5    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        2    0.000    0.000    0.000    0.000 models.py:207(register_hook)
        2    0.000    0.000    0.000    0.000 typing.py:2214(get_type_hints)
        4    0.000    0.000    0.000    0.000 typing.py:1492(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       10    0.000    0.000    0.000    0.000 connection.py:404(<genexpr>)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        2    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       14    0.000    0.000    0.000    0.000 _parser.py:274(getuntil)
        7    0.000    0.000    0.000    0.000 threading.py:277(__init__)
       37    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 typing.py:1546(__getitem__)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        4    0.000    0.000    0.000    0.000 url.py:100(__new__)
       10    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
      120    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       54    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
        1    0.000    0.000    0.000    0.000 response.py:544(HTTPResponse)
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.000    0.000 parse.py:855(quote)
        4    0.000    0.000    0.000    0.000 connection.py:320(close)
        5    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
       71    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        8    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
       46    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
        2    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        5    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
      128    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        2    0.000    0.000    0.000    0.000 models.py:494(prepare_body)
        3    0.000    0.000    0.000    0.000 typing.py:1749(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 __init__.py:1126(__init__)
      128    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        6    0.000    0.000    0.000    0.000 parse.py:825(__getattr__)
      141    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
      124    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
        1    0.000    0.000    0.000    0.000 cookies.py:254(Morsel)
       28    0.000    0.000    0.000    0.000 enum.py:202(__get__)
       15    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
      128    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        4    0.000    0.000    0.000    0.000 typing.py:1442(__mro_entries__)
       18    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        4    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
        5    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        2    0.000    0.000    0.000    0.000 ssl_.py:464(is_ipaddress)
      128    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        4    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
      128    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1560(__getitem_inner__)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        2    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
        2    0.000    0.000    0.000    0.000 utils.py:539(get_encoding_from_headers)
        2    0.000    0.000    0.000    0.000 sessions.py:781(get_adapter)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
        4    0.000    0.000    0.000    0.000 warnings.py:168(simplefilter)
       12    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
        2    0.000    0.000    0.000    0.000 client.py:396(_check_close)
        2    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
      141    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:798(singledispatch)
       23    0.000    0.000    0.000    0.000 <frozen os>:777(check_str)
       22    0.000    0.000    0.000    0.000 message.py:511(set_raw)
        1    0.000    0.000    0.000    0.000 _collections.py:39(_Sentinel)
        6    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        1    0.000    0.000    0.000    0.000 random.py:126(__init__)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
        4    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
        4    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        6    0.000    0.000    0.000    0.000 typing.py:1584(<genexpr>)
        2    0.000    0.000    0.000    0.000 timeout.py:172(from_float)
      106    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
      106    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      149    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
       47    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        3    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       46    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 models.py:769(is_redirect)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       38    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       22    0.000    0.000    0.000    0.000 queue.py:251(_put)
      167    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
      141    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
       26    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      240    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        7    0.000    0.000    0.000    0.000 functools.py:658(_c3_merge)
